unitUIID	sortUI	file	fileVerFlags	unitSound	tilesetSpecific	name	unitClass	special	campaign	inEditor	hiddenInEditor	hostilePal	dropItems	nbmmIcon	useClickHelper	hideHeroBar	hideHeroMinimap	hideHeroDeathMsg	hideOnMinimap	blend	scale	legacyScale	scaleBull	maxPitch	maxRoll	elevPts	elevRad	fogRad	walk	run	selZ	weap1	weap2	teamColor	customTeamColor	armor	modelScale	legacyModelScale	red	green	blue	uberSplat	unitShadow	buildingShadow	shadowW	shadowH	shadowX	shadowY	shadowOnWater	selCircOnWater	occH	InBeta
nwns	n2	units\creeps\WendigoShaman\WendigoShaman	0	Wendigo	0	wendigoshaman	wendigo	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.2	1.2	1	10	10	-	50	0	200	200	0	WoodHeavyBash	_	-1	0	Flesh	1.2	1.2	130	160	255	_	Shadow	_	140	140	50	50	1	0	0	1
nwrg	n2	units\creeps\GolemStatue\GolemStatue	0		0	wargolem	golemb	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.9	1.9	1	10	10	-	50	0	200	200	0	MetalHeavyBash	_	-1	0	Metal	1.25	1.25	255	255	255	_	Shadow	_	230	230	95	95	1	0	0	1
nws1	n2	units\creeps\WindSerpent\WindSerpent	0	DragonHawk	0	windserpent	windserpent	0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	33	25	2	50	0	200	200	170	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	ShadowFlyer	_	160	160	80	80	1	0	0	1
nwwd	n2	units\creeps\WhiteWolf\WhiteWolf	0	SpiritWolf	0	whitedirewolf	wolf	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2	2	1	45	10	-	50	0	240	240	0	MetalMediumChop	_	-1	0	Flesh	1.45	1.45	150	120	255	_	Shadow	_	180	180	70	70	1	0	0	1
nwwf	n2	units\creeps\WhiteWolf\WhiteWolf	0	SpiritWolf	0	whitewolf	wolf	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	45	10	-	50	0	240	240	0	MetalMediumChop	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	60	60	1	0	0	1
nwwg	n2	units\creeps\WhiteWolf\WhiteWolf	0	SpiritWolf	0	giantwhitewolf	wolf	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	45	10	-	50	0	240	240	0	MetalMediumChop	_	-1	0	Flesh	1.2	1.2	150	120	140	_	Shadow	_	140	140	60	60	1	0	0	1
nwzd	n2	units\creeps\BanditMage\BanditMage	0	HeroArchMage	0	darkwizard	mage	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	45	10	-	50	0	260	260	0	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	Shadow	_	190	190	75	75	1	0	0	1
nwzg	n2	units\creeps\BanditMage\BanditMage	0	HeroArchMage	0	renegadewizard	mage	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	45	10	-	50	0	260	260	0	_	_	-1	0	Flesh	1.1	1.1	255	190	255	_	Shadow	_	190	190	75	75	1	0	0	1
nwzr	n2	units\creeps\BanditMage\BanditMage	0	HeroArchMage	0	roguewizard	mage	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	45	10	-	50	0	260	260	0	_	_	-1	0	Flesh	0.9	0.9	255	255	170	_	Shadow	_	190	190	75	75	1	0	0	1
nzep	n2	units\creeps\GoblinZeppelin\GoblinZeppelin	0	GoblinZeppelin	0	goblinzeppelin	goblin	1	0	1	0	0	1	-	0	0	0	0	0	0.15	1.5	1.5	1	33	25	2	100	0	200	200	230	_	_	-1	0	Wood	1	1	255	255	255	_	ShadowFlyer	_	160	160	80	80	1	0	0	1
nzom	n2	units\creeps\Zombie\Zombie	0	Zombie	0	zombie	UUnit16	0	1	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	150	150	0	WoodMediumBash	_	-1	0	Flesh	1.15	1.15	255	150	150	_	Shadow	_	140	140	50	50	1	0	0	0
nchp	n2	units\creeps\HumanMage\HumanMage	0	Priest	0	chaplain	mage	0	1	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	185	185	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	80	80	40	40	1	0	0	0
nhym	n2	units\creeps\BanditMage\BanditMage	0	HeroArchMage	0	hydromancer	mage	0	1	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	45	10	-	50	0	260	260	0	_	_	-1	0	Flesh	0.9	0.9	255	255	170	_	Shadow	_	190	190	75	75	1	0	0	0
nalb	o2	units\critters\Albatross\Albatross	0	Albatross	0	albatross	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.8	0.8	1	33	25	-	20	0	110	110	230	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	ShadowFlyer	_	60	60	30	30	1	0	0	1
nfro	o2	units\critters\Frog\Frog	0	Frog	0	frog	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	60	60	-	20	0	100	100	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	50	50	25	25	1	0	0	1
nech	o2	units\critters\EasterChicken\EasterChicken	0	Chicken	0	chicken	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	60	60	-	20	0	100	100	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	50	50	25	25	1	0	0	1
necr	o2	units\critters\EasterRabbit\EasterRabbit	0	Rabbit	0	rabbit	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	60	60	-	20	0	100	100	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	50	50	25	25	1	0	0	1
nrac	o2	units\critters\Raccoon\Raccoon	0	Raccoon	0	raccoon	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	60	60	-	20	0	100	100	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	50	50	25	25	1	0	0	1
ncrb	o2	units\critters\SpiderCrab\SpiderCrab	0		0	crab	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	60	60	-	20	0	100	100	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	50	50	25	25	1	0	0	1
nder	o2	units\critters\BlackStagMale\BlackStagMale	0		0	deer	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	1.1	1.1	1	45	10	-	20	0	380	380	0	_	_	-1	0	Flesh	1.5	1.5	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
ndog	o2	units\critters\BrownWolf\BrownWolf	0	Wolf	0	dog	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	45	10	-	20	0	360	360	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	70	70	35	35	1	0	0	1
ndwm	o2	units\critters\DuneWorm\DuneWorm	0		0	duneworm	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	60	25	-	20	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	70	70	35	35	1	0	0	0
nfbr	o2	units\critters\Felboar\Felboar	0	QuillBeast	0	felboar	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	45	10	-	20	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	70	70	35	35	1	0	0	0
nhmc	o2	units\critters\HermitCrab\HermitCrab	0		0	hermitcrab	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	60	25	-	20	0	100	100	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	50	50	25	25	1	0	0	1
now2	o2	units\nightelf\OwlSCOUT\OwlSCOUT	0	owl	0	owl2	animal	1	0	1	0	0	1	-	0	0	0	0	0	0.15	1.2	1.2	1	33	25	-	20	0	300	300	230	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	ShadowFlyer	_	60	60	30	30	1	0	0	1
now3	o2	units\nightelf\OwlSCOUT\OwlSCOUT	0	owl	0	owl3	animal	1	0	1	0	0	1	-	0	0	0	0	0	0.15	1.2	1.2	1	33	25	-	20	0	300	300	230	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	ShadowFlyer	_	60	60	30	30	1	0	0	1
nowl	o2	units\nightelf\OwlSCOUT\OwlSCOUT	0	owl	0	owl	animal	1	0	1	0	0	1	-	0	0	0	0	0	0.15	1.2	1.2	1	33	25	-	20	0	300	300	230	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	ShadowFlyer	_	60	60	30	30	1	0	0	1
npig	o2	units\critters\Pig\Pig	0	Pig	0	pig	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	10	10	-	20	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	70	70	35	35	1	0	0	1
npng	o2	units\critters\Penguin\Penguin	0	Penguin	0	penguin	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	10	10	-	20	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	70	70	35	35	1	1	0	0
npnw	o2	units\critters\Penguin\Penguin	0	Penguin	0	waterpenguin	animal	1	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	10	10	-	20	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	70	70	35	35	1	1	0	0
nrat	o2	units\critters\Rat\Rat	0	Rat	0	rat	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	45	10	-	20	0	100	100	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	50	50	25	25	1	0	0	0
nsea	o2	units\critters\Seal\Seal	0	Seal	0	seal	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	45	10	-	20	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	70	70	35	35	1	0	0	1
nsha	o2	units\critters\Sheep\Sheep	0	Sheep	0	amphibioussheep	animal	1	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	45	10	-	20	0	110	110	0	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	Shadow	_	60	60	30	30	1	1	0	1
nshe	o2	units\critters\Sheep\Sheep	0	Sheep	0	sheep	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	45	10	-	20	0	110	110	0	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	Shadow	_	60	60	30	30	1	0	0	1
nshf	o2	units\critters\FlyingSheep\FlyingSheep	0	Sheep	0	flyingsheep	animal	1	0	1	0	0	1	-	0	0	0	0	0	0.15	0.8	0.8	1	33	25	-	20	0	110	110	230	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	ShadowFlyer	_	60	60	30	30	1	0	0	1
nshw	o2	units\critters\Sheep\Sheep	0	Sheep	0	watersheep	animal	1	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	45	10	-	20	0	110	110	0	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	Shadow	_	60	60	30	30	1	1	0	1
nskk	o2	units\critters\Skink\Skink	0	Skink	0	skink	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.9	0.9	1	60	60	-	20	0	100	100	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	50	50	25	25	1	0	0	1
nsno	o2	units\critters\SnowOwl\SnowOwl	0	SnowOwl	0	snowyowl	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	0.8	0.8	1	33	25	-	20	0	110	110	230	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	ShadowFlyer	_	60	60	30	30	1	0	0	0
nvil	o2	units\critters\VillagerMan\VillagerMan	0	VillagerMan	0	villagerman	animal	0	1	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	100	100	0	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	shadow	_	140	140	50	50	1	0	0	1
nvk2	o2	units\critters\VillagerKid1\VillagerKid1	0	VillagerKid	0	villagerkid2	animal	0	1	1	0	0	1	-	0	0	0	0	0	0.15	0.75	0.75	1	10	10	-	20	0	150	150	0	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	shadow	_	100	100	45	45	1	0	0	0
nvl2	o2	units\critters\VillagerMan1\VillagerMan1	0	VillagerMan2	0	villagerman2	animal	0	1	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	100	100	0	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	shadow	_	140	140	50	50	1	0	0	0
nvlk	o2	units\critters\VillagerKid\VillagerKid	0	VillagerKid	0	villagerkid	animal	0	1	1	0	0	1	-	0	0	0	0	0	0.15	0.75	0.75	1	10	10	-	20	0	150	150	0	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	shadow	_	100	100	45	45	1	0	0	1
nvlw	o2	units\critters\VillagerWoman\VillagerWoman	0	VillagerWoman	0	villagerwoman	animal	0	1	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	100	100	0	_	_	-1	0	Flesh	1.05	1.05	255	255	255	_	shadow	_	140	140	50	50	1	0	0	1
nvul	o2	units\critters\Vulture\Vulture	0	Vulture	0	vulture	animal	0	0	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	33	25	-	20	0	200	200	230	_	_	-1	0	Flesh	1	1	255	255	255	_	ShadowFlyer	_	70	70	35	35	1	0	0	1
ncb0	p3	buildings\other\CityBuildingSmall45_0\CityBuildingSmall45_0	0	CityBuilding0	0	citybuildingSmall 0	CityBuilding0	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	128	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncb1	p3	buildings\other\CityBuildingSmall45_1\CityBuildingSmall45_1	0	CityBuilding1	0	citybuildingSmall 1	CityBuilding1	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	128	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncb2	p3	buildings\other\CityBuildingSmall45_2\CityBuildingSmall45_2	0	CityBuilding2	0	citybuildingSmall 2	CityBuilding2	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	128	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncb3	p3	buildings\other\CityBuildingSmall90_0\CityBuildingSmall90_0	0	CityBuilding3	0	citybuildingSmall 3	CityBuilding3	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	128	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncb4	p3	buildings\other\CityBuildingSmall90_1\CityBuildingSmall90_1	0	CityBuilding4	0	citybuildingSmall 4	CityBuilding4	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	128	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncb5	p3	buildings\other\CityBuildingSmall90_2\CityBuildingSmall90_2	0	CityBuilding5	0	citybuildingSmall 5	CityBuilding5	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	128	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncb6	p3	buildings\other\CityBuildingSmall135_0\CityBuildingSmall135_0	0	CityBuilding6	0	citybuildingSmall 6	CityBuilding6	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	128	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncb7	p3	buildings\other\CityBuildingSmall135_1\CityBuildingSmall135_1	0	CityBuilding7	0	citybuildingSmall 7	CityBuilding7	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	128	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncb8	p3	buildings\other\CityBuildingSmall135_2\CityBuildingSmall135_2	0	CityBuilding8	0	citybuildingSmall 8	CityBuilding8	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	128	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncb9	p3	buildings\other\CityBuildingSmall0_0\CityBuildingSmall0_0	0	CityBuilding9	0	citybuildingSmall 9	CityBuilding9	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	128	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncba	p3	buildings\other\CityBuildingSmall0_1\CityBuildingSmall0_1	0	CityBuildinga	0	citybuildingSmall a	CityBuildinga	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	128	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncbb	p3	buildings\other\CityBuildingSmall0_2\CityBuildingSmall0_2	0	CityBuildingb	0	citybuildingSmall b	CityBuildingb	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	128	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncbc	p3	buildings\other\CityBuildingLarge_0\CityBuildingLarge_0	0	CityBuildingc	0	CityBuildingLarge 0	CityBuildingc	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	200	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncbd	p3	buildings\other\CityBuildingLarge_45\CityBuildingLarge_45	0	CityBuildingd	0	CityBuildingLarge 1	CityBuildingd	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	200	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncbe	p3	buildings\other\CityBuildingLarge_90\CityBuildingLarge_90	0	CityBuildinge	0	CityBuildingLarge 2	CityBuildinge	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	200	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncbf	p3	buildings\other\CityBuildingLarge_135\CityBuildingLarge_135	0	CityBuildingf	0	CityBuildingLarge 3	CityBuildingf	0	1	1	0	0	1	0	0	0	0	0	0	0.15	4	4	1	7	7	4	50	200	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	1
ncnt	p3	buildings\other\CentaurTent\CentaurTent	0	CentaurTent	0	centaurtent	NeutralZZZ	1	0	1	0	0	1	0	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	1
ncop	p3	buildings\other\CircleOfPower\CircleOfPower	0	CircleOfPower	0	circleofpower	Neutral22	0	1	1	0	0	1	-	1	0	0	0	0	0.15	3.5	3.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	_	_	_					1	0	0	1
ncp2	p3	buildings\other\CircleOfPower\CircleOfPower	0	CircleOfPower	0	circleofpowermedium	Neutral23	0	1	1	0	0	1	-	1	0	0	0	0	0.15	4	4	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1.5	1.5	255	255	255	_	_	_					1	0	0	1
ncp3	p3	buildings\other\CircleOfPower\CircleOfPower	0	CircleOfPower	0	circleofpowerlarge	Neutral24	0	1	1	0	0	1	-	1	0	0	0	0	0.15	4.5	4.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	2	2	255	255	255	_	_	_					1	0	0	1
nct1	p3	buildings\other\CentaurTent1\CentaurTent1	0	CentaurTent	0	centaurtent1	NeutralZZZ	1	0	1	0	0	1	0	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	1
nct2	p3	buildings\other\CentaurTent2\CentaurTent2	0	CentaurTent	0	centaurtent2	NeutralZZZ	1	0	1	0	0	1	0	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	1
ndch	p3	buildings\other\ChieftainHut\ChieftainHut	0		0	chieftainhut	NeutralZZZ	1	0	1	0	0	1	0	0	0	0	0	0	0.15	2.5	2.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	0
ndh0	p3	buildings\other\DraneiHut0\DraneiHut0	0	DraeneiHut	0	draneihut0	NeutralZZZ	1	0	1	0	0	1	0	0	0	0	0	0	0.15	2.5	2.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	0
ndh1	p3	buildings\other\DraneiHut1\DraneiHut1	0	DraeneiHut	0	draneihut1	NeutralZZZ	1	0	1	0	0	1	0	0	0	0	0	0	0.15	2.5	2.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	0
ndh2	p3	buildings\other\ChieftainHut\ChieftainHut	0	DraeneiChieftainHut	0	draeneihaven	draeneibldg	1	1	1	0	0	1	0	0	0	0	0	0	0.15	4.25	4.25	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1.2	1.2	255	255	255	OLAR	_	BuildingShadowSmall					1	0	200	0
ndh3	p3	buildings\other\DraneiHut0\DraneiHut0	0	DraeneiHut	0	draeneiwarriorshall	draeneibldg	1	1	1	0	0	1	0	0	0	0	0	0	0.15	4.25	4.25	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1.2	1.2	255	255	255	OLAR	_	BuildingShadowSmall					1	0	200	0
ndh4	p3	buildings\other\DraneiHut1\DraneiHut1	0	DraeneiHut	0	draeneiseerden	draeneibldg	1	1	1	0	0	1	0	0	0	0	0	0	0.15	4.25	4.25	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1.2	1.2	255	255	255	OLAR	_	BuildingShadowSmall					1	0	200	0
ndrg	p3	buildings\other\DragonBuildingGreen\DragonBuildingGreen	0	DragonRoost	0	greendragonroost	Neutral09	0	0	1	0	0	1	1	0	0	0	0	0	0.15	6.6	6.6	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1.5	1.5	255	255	255	OLAR	_	BuildingShadowLarge					1	0	200	1
ndrk	p3	buildings\other\DragonBuildingBlack\DragonBuildingBlack	0	DragonRoost	0	blackdragonroost	Neutral09	0	0	1	0	0	1	1	0	0	0	0	0	0.15	6.6	6.6	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1.5	1.5	255	255	255	OLAR	_	BuildingShadowLarge					1	0	200	1
ndro	p3	buildings\other\DragonBuildingBlack\DragonBuildingBlack	0	DragonRoost	0	outlanddragonroost	Neutral09	0	0	1	0	0	1	1	0	0	0	0	0	0.15	6.6	6.6	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1.5	1.5	255	255	255	OLAR	_	BuildingShadowLarge					1	0	200	0
ndrr	p3	buildings\other\DragonBuilding\DragonBuilding	0	DragonRoost	0	reddragonroost	Neutral09	0	0	1	0	0	1	1	0	0	0	0	0	0.15	6.6	6.6	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1.5	1.5	255	255	255	OLAR	_	BuildingShadowLarge					1	0	200	1
ndru	p3	buildings\other\DragonBuildingBlue\DragonBuildingBlue	0	DragonRoost	0	bluedragonroost	Neutral09	0	0	1	0	0	1	1	0	0	0	0	0	0.15	6.6	6.6	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1.5	1.5	255	255	255	OLAR	_	BuildingShadowLarge					1	0	200	1
ndrz	p3	buildings\other\DragonRoost\DragonRoost	0	DragonRoost	0	bronzedragonroost	Neutral09	0	0	1	0	0	1	1	0	0	0	0	0	0.15	6.6	6.6	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1.5	1.5	255	255	255	OLAR	_	BuildingShadowLarge					1	0	200	1
nfh0	p3	buildings\other\ForestTrollHut0\ForestTrollHut0	0	ForestTrollHut0	0	foresttrollhut0	NeutralZZZ	1	0	1	0	0	1	0	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	1
nfh1	p3	buildings\other\ForestTrollHut1\ForestTrollHut1	0	ForestTrollHut1	0	foresttrollhut1	NeutralZZZ	1	0	1	0	0	1	0	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	1
nfoh	p3	buildings\other\FountainOfLife\FountainOfHealth	0	FountainOfLife	0	fountainofhealth	Neutral03	0	0	1	0	0	1	1	0	0	0	0	0	0.15	5	5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OMED	_	BuildingShadowLarge					1	0	0	1
nfr1	p3	buildings\other\FurbolgHut\FurbolgHut	0	FurbolgHut	0	furbolghut1	NeutralZZZ	1	0	1	0	0	1	0	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	1
nfr2	p3	buildings\other\FurbolgHut2\FurbolgHut2	0	FurbolgHut	0	furbolghut2	NeutralZZZ	1	0	1	0	0	1	0	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	1
ngad	p3	buildings\other\AmmoDump\AmmoDump	0	AmmoDump	0	goblinammodump	Neutral05	0	0	1	0	0	1	1	0	0	0	0	0	0.15	4.75	4.75	1	0	0	4	50	0	200	200	0	_	_	-1	0	Stone	1	1	255	255	255	HMED	_	BuildingShadowLarge					1	0	200	1
ngme	p3	buildings\other\Merchant\Merchant	0	Merchant	0	goblinmerchant	Neutral02	0	0	1	0	0	1	1	0	0	0	0	0	0.15	4.5	4.5	1	0	0	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	HMED	_	ShadowGoblinMerchant					1	0	200	1
ngnh	p3	buildings\other\GnollHut\GnollHut	0	GnollHut	0	gnollhut	NeutralZZZ	1	0	1	0	0	1	0	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	OSMA	_	BuildingShadowSmall					1	0	200	1
ngni	p3	buildings\other\GranaryInfected\GranaryInfected	0	GranaryInfected	0	granaryinfected	UBuilding17	0	1	1	0	0	1	0	0	0	0	0	0	0.15	3.5	3.5	1	7	7	4	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	_	BuildingShadowSmall					1	0	200	0
ngol	p3	buildings\other\GoldMine\GoldMine	0	GoldMine	0	goldmine	Neutral01	0	0	1	0	0	1	-	0	0	0	0	0	0.15	5	5	1	0	0	-	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	NGOL	_	BuildingShadowLarge					1	0	0	1
